45 5.64 3.79 9.9
46 6.76 4.15 9.52
47 8.63 6.91 10.8
48 9.99 8.07 13.37
49 11.69 8.68 13.74
50 14.97 11.34 18.4
51 19.05 16.94 24.0
52 24.25 20.69 26.57
53 31.25 27.96 33.57
54 49.09 46.54 53.75
55 71.86 66.43 77.5
