100000000 12.65 12.37 12.91
200000000 30.37 29.99 30.54
300000000 51.61 51.14 52.51
400000000 75.8 75.05 75.99
500000000 102.35 101.31 103.47
600000000 130.66 129.67 131.17
700000000 161.04 160.17 161.59
800000000 192.74 192.14 193.15
900000000 226.18 225.13 226.67
1000000000 260.21 259.7 261.68
