45 6.54 3.74 7.41
46 6.7 5.29 8.55
47 8.23 6.38 10.01
48 11.12 8.08 14.77
49 11.8 10.11 13.33
50 13.82 11.81 16.67
51 18.16 15.72 20.76
52 24.34 20.75 26.69
53 32.15 28.68 34.58
54 46.52 44.49 52.59
55 68.38 64.12 76.92
